report_code,report_title,zone_name,fight_id,fight_name,difficulty,kill,fight_percentage,boss_percentage,last_phase,duration_seconds,start_time_utc,end_time_utc,start_time_epoch_ms
KRqJnQhk6G2FNWyT,Dancing Mad (Ultimate) P2 prog,Dancing Mad,22,Dancing Mad,100,False,85.35,76.79,2,290.6,2026-06-07T18:50:41.221000+00:00,2026-06-07T18:55:31.863000+00:00,1780858241221
KRqJnQhk6G2FNWyT,Dancing Mad (Ultimate) P2 prog,Dancing Mad,23,Dancing Mad,100,False,82.9,64.52,2,280.2,2026-06-07T18:57:53.751000+00:00,2026-06-07T19:02:33.929000+00:00,1780858673751
KRqJnQhk6G2FNWyT,Dancing Mad (Ultimate) P2 prog,Dancing Mad,24,Dancing Mad,100,False,82.95,64.79,2,286.6,2026-06-07T19:03:56.178000+00:00,2026-06-07T19:08:42.788000+00:00,1780859036178
KRqJnQhk6G2FNWyT,Dancing Mad (Ultimate) P2 prog,Dancing Mad,25,Dancing Mad,100,False,82.71,63.56,2,286.3,2026-06-07T19:15:34.951000+00:00,2026-06-07T19:20:21.280000+00:00,1780859734951
KRqJnQhk6G2FNWyT,Dancing Mad (Ultimate) P2 prog,Dancing Mad,26,Dancing Mad,100,False,84.35,71.78,2,285.4,2026-06-07T19:23:39.438000+00:00,2026-06-07T19:28:24.848000+00:00,1780860219438
KRqJnQhk6G2FNWyT,Dancing Mad (Ultimate) P2 prog,Dancing Mad,27,Dancing Mad,100,False,95.06,50.67,1,114.7,2026-06-07T19:28:44.492000+00:00,2026-06-07T19:30:39.146000+00:00,1780860524492
KRqJnQhk6G2FNWyT,Dancing Mad (Ultimate) P2 prog,Dancing Mad,28,Dancing Mad,100,False,83.3,66.5,2,295.0,2026-06-07T19:33:47.014000+00:00,2026-06-07T19:38:42.050000+00:00,1780860827014
KRqJnQhk6G2FNWyT,Dancing Mad (Ultimate) P2 prog,Dancing Mad,29,Dancing Mad,100,False,91.7,17.03,1,206.4,2026-06-07T19:39:15.029000+00:00,2026-06-07T19:42:41.393000+00:00,1780861155029
KRqJnQhk6G2FNWyT,Dancing Mad (Ultimate) P2 prog,Dancing Mad,30,Dancing Mad,100,False,83.27,66.37,2,286.6,2026-06-07T19:43:00.185000+00:00,2026-06-07T19:47:46.787000+00:00,1780861380185
KRqJnQhk6G2FNWyT,Dancing Mad (Ultimate) P2 prog,Dancing Mad,31,Dancing Mad,100,False,84.68,73.41,2,286.0,2026-06-07T19:48:07.580000+00:00,2026-06-07T19:52:53.572000+00:00,1780861687580
KRqJnQhk6G2FNWyT,Dancing Mad (Ultimate) P2 prog,Dancing Mad,32,Dancing Mad,100,False,82.4,62.02,2,286.4,2026-06-07T19:53:13.305000+00:00,2026-06-07T19:57:59.741000+00:00,1780861993305
KRqJnQhk6G2FNWyT,Dancing Mad (Ultimate) P2 prog,Dancing Mad,33,Dancing Mad,100,False,87.4,87.02,2,265.1,2026-06-07T20:05:55.597000+00:00,2026-06-07T20:10:20.716000+00:00,1780862755597
KRqJnQhk6G2FNWyT,Dancing Mad (Ultimate) P2 prog,Dancing Mad,34,Dancing Mad,100,False,93.41,34.15,1,154.3,2026-06-07T20:10:38.625000+00:00,2026-06-07T20:13:12.924000+00:00,1780863038625
KRqJnQhk6G2FNWyT,Dancing Mad (Ultimate) P2 prog,Dancing Mad,35,Dancing Mad,100,False,82.65,63.25,2,285.1,2026-06-07T20:13:32.018000+00:00,2026-06-07T20:18:17.157000+00:00,1780863212018
KRqJnQhk6G2FNWyT,Dancing Mad (Ultimate) P2 prog,Dancing Mad,36,Dancing Mad,100,False,96.89,68.98,1,73.9,2026-06-07T20:20:00.249000+00:00,2026-06-07T20:21:14.172000+00:00,1780863600249
KRqJnQhk6G2FNWyT,Dancing Mad (Ultimate) P2 prog,Dancing Mad,37,Dancing Mad,100,False,81.98,59.91,2,285.9,2026-06-07T20:21:33.324000+00:00,2026-06-07T20:26:19.253000+00:00,1780863693324
KRqJnQhk6G2FNWyT,Dancing Mad (Ultimate) P2 prog,Dancing Mad,38,Dancing Mad,100,False,82.49,62.45,2,317.1,2026-06-07T20:27:05.868000+00:00,2026-06-07T20:32:22.933000+00:00,1780864025868
KRqJnQhk6G2FNWyT,Dancing Mad (Ultimate) P2 prog,Dancing Mad,39,Dancing Mad,100,False,81.18,55.93,2,318.2,2026-06-07T20:33:14.969000+00:00,2026-06-07T20:38:33.137000+00:00,1780864394969
KRqJnQhk6G2FNWyT,Dancing Mad (Ultimate) P2 prog,Dancing Mad,40,Dancing Mad,100,False,82.4,62.02,2,284.4,2026-06-07T20:39:15.062000+00:00,2026-06-07T20:43:59.503000+00:00,1780864755062
KRqJnQhk6G2FNWyT,Dancing Mad (Ultimate) P2 prog,Dancing Mad,41,Dancing Mad,100,False,81.22,56.13,2,307.1,2026-06-07T20:44:42.908000+00:00,2026-06-07T20:49:49.963000+00:00,1780865082908
KRqJnQhk6G2FNWyT,Dancing Mad (Ultimate) P2 prog,Dancing Mad,42,Dancing Mad,100,False,83.79,68.98,2,265.4,2026-06-07T20:50:22.207000+00:00,2026-06-07T20:54:47.641000+00:00,1780865422207
KRqJnQhk6G2FNWyT,Dancing Mad (Ultimate) P2 prog,Dancing Mad,43,Dancing Mad,100,False,97.52,75.25,1,57.6,2026-06-07T20:55:09.246000+00:00,2026-06-07T20:56:06.874000+00:00,1780865709246
KRqJnQhk6G2FNWyT,Dancing Mad (Ultimate) P2 prog,Dancing Mad,44,Dancing Mad,100,False,81.59,57.96,2,286.3,2026-06-07T20:56:23.984000+00:00,2026-06-07T21:01:10.314000+00:00,1780865783984
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,1,Dancing Mad,100,False,95.07,50.79,1,114.5,2026-06-09T18:05:59.670000+00:00,2026-06-09T18:07:54.162000+00:00,1781028359670
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,2,Dancing Mad,100,False,91.79,17.99,1,207.2,2026-06-09T18:08:15.954000+00:00,2026-06-09T18:11:43.198000+00:00,1781028495954
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,3,Dancing Mad,100,False,91.79,17.96,1,197.9,2026-06-09T18:12:11.126000+00:00,2026-06-09T18:15:29.013000+00:00,1781028731126
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,4,Dancing Mad,100,False,82.94,64.73,2,296.3,2026-06-09T18:16:16.597000+00:00,2026-06-09T18:21:12.928000+00:00,1781028976597
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,5,Dancing Mad,100,False,97.59,75.96,1,59.6,2026-06-09T18:24:11.405000+00:00,2026-06-09T18:25:10.959000+00:00,1781029451405
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,6,Dancing Mad,100,False,91.79,17.98,1,206.2,2026-06-09T18:25:36.144000+00:00,2026-06-09T18:29:02.326000+00:00,1781029536144
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,7,Dancing Mad,100,False,82.03,60.16,2,284.6,2026-06-09T18:29:24.628000+00:00,2026-06-09T18:34:09.210000+00:00,1781029764628
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,8,Dancing Mad,100,False,84.62,73.1,2,270.9,2026-06-09T18:38:14.540000+00:00,2026-06-09T18:42:45.412000+00:00,1781030294540
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,9,Dancing Mad,100,False,94.57,45.7,1,131.6,2026-06-09T18:44:07.332000+00:00,2026-06-09T18:46:18.939000+00:00,1781030647332
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,10,Dancing Mad,100,False,82.35,61.77,2,301.0,2026-06-09T18:46:36.357000+00:00,2026-06-09T18:51:37.327000+00:00,1781030796357
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,11,Dancing Mad,100,False,92.01,20.11,1,201.1,2026-06-09T19:01:22.445000+00:00,2026-06-09T19:04:43.588000+00:00,1781031682445
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,12,Dancing Mad,100,False,72.26,11.34,2,391.4,2026-06-09T19:06:22.865000+00:00,2026-06-09T19:12:54.300000+00:00,1781031982865
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,13,Dancing Mad,100,False,95.23,52.3,1,111.4,2026-06-09T19:16:24.747000+00:00,2026-06-09T19:18:16.189000+00:00,1781032584747
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,14,Dancing Mad,100,False,92.89,28.93,1,190.8,2026-06-09T19:18:35.302000+00:00,2026-06-09T19:21:46.151000+00:00,1781032715302
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,15,Dancing Mad,100,False,83.98,69.92,2,279.8,2026-06-09T19:22:27.069000+00:00,2026-06-09T19:27:06.821000+00:00,1781032947069
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,16,Dancing Mad,100,False,82.34,61.72,2,291.8,2026-06-09T19:27:37.858000+00:00,2026-06-09T19:32:29.619000+00:00,1781033257858
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,17,Dancing Mad,100,False,95.83,58.33,1,97.4,2026-06-09T19:34:58.533000+00:00,2026-06-09T19:36:35.907000+00:00,1781033698533
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,18,Dancing Mad,100,False,82.58,62.94,2,285.0,2026-06-09T19:36:53.854000+00:00,2026-06-09T19:41:38.877000+00:00,1781033813854
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,19,Dancing Mad,100,False,79.7,48.5,2,307.6,2026-06-09T19:41:59.951000+00:00,2026-06-09T19:47:07.555000+00:00,1781034119951
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,20,Dancing Mad,100,False,91.57,15.72,1,208.3,2026-06-09T19:47:28.316000+00:00,2026-06-09T19:50:56.648000+00:00,1781034448316
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,21,Dancing Mad,100,False,80.45,52.29,2,307.5,2026-06-09T19:51:13.355000+00:00,2026-06-09T19:56:20.840000+00:00,1781034673355
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,22,Dancing Mad,100,False,81.58,57.9,2,286.0,2026-06-09T19:56:40.209000+00:00,2026-06-09T20:01:26.222000+00:00,1781035000209
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,23,Dancing Mad,100,False,80.61,53.06,2,298.5,2026-06-09T20:13:43.789000+00:00,2026-06-09T20:18:42.292000+00:00,1781036023789
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,24,Dancing Mad,100,False,85.41,77.07,2,260.7,2026-06-09T20:19:17.840000+00:00,2026-06-09T20:23:38.552000+00:00,1781036357840
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,25,Dancing Mad,100,False,79.84,49.24,2,306.9,2026-06-09T20:23:56.112000+00:00,2026-06-09T20:29:02.979000+00:00,1781036636112
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,26,Dancing Mad,100,False,97.58,75.86,1,52.8,2026-06-09T20:29:22.780000+00:00,2026-06-09T20:30:15.586000+00:00,1781036962780
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,27,Dancing Mad,100,False,79.77,48.86,2,303.6,2026-06-09T20:30:33.272000+00:00,2026-06-09T20:35:36.882000+00:00,1781037033272
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,28,Dancing Mad,100,False,82,60.02,2,292.0,2026-06-09T20:36:02.374000+00:00,2026-06-09T20:40:54.400000+00:00,1781037362374
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,29,Dancing Mad,100,False,78.54,42.7,2,327.1,2026-06-09T20:41:16.245000+00:00,2026-06-09T20:46:43.365000+00:00,1781037676245
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,30,Dancing Mad,100,False,78.48,42.41,2,347.6,2026-06-09T20:47:04.039000+00:00,2026-06-09T20:52:51.660000+00:00,1781038024039
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,31,Dancing Mad,100,False,96.67,66.71,1,77.2,2026-06-09T20:53:09.918000+00:00,2026-06-09T20:54:27.096000+00:00,1781038389918
F7CxRNZKpnv1XhzM,Dancing Mad (Ultimate) P2,Dancing Mad,32,Dancing Mad,100,False,83.27,66.36,2,276.5,2026-06-09T20:54:45.487000+00:00,2026-06-09T20:59:22.023000+00:00,1781038485487
xTRvLPQgzqcH1Zam,Dancing Mad (Ultimate) P3,Dancing Mad,1,Dancing Mad,100,False,95.52,55.2,1,106.7,2026-06-10T18:00:12.971000+00:00,2026-06-10T18:01:59.688000+00:00,1781114412971
xTRvLPQgzqcH1Zam,Dancing Mad (Ultimate) P3,Dancing Mad,2,Dancing Mad,100,False,97.2,72.07,1,74.9,2026-06-10T18:02:39.526000+00:00,2026-06-10T18:03:54.466000+00:00,1781114559526
xTRvLPQgzqcH1Zam,Dancing Mad (Ultimate) P3,Dancing Mad,3,Dancing Mad,100,False,81.91,59.59,2,290.6,2026-06-10T18:04:12.783000+00:00,2026-06-10T18:09:03.338000+00:00,1781114652783
xTRvLPQgzqcH1Zam,Dancing Mad (Ultimate) P3,Dancing Mad,4,Dancing Mad,100,False,81.11,55.57,2,314.5,2026-06-10T18:09:46.682000+00:00,2026-06-10T18:15:01.171000+00:00,1781114986682
xTRvLPQgzqcH1Zam,Dancing Mad (Ultimate) P3,Dancing Mad,5,Dancing Mad,100,False,80.44,52.24,2,307.5,2026-06-10T18:15:35.030000+00:00,2026-06-10T18:20:42.547000+00:00,1781115335030
xTRvLPQgzqcH1Zam,Dancing Mad (Ultimate) P3,Dancing Mad,6,Dancing Mad,100,False,80.97,54.89,2,291.0,2026-06-10T18:22:07.208000+00:00,2026-06-10T18:26:58.239000+00:00,1781115727208
xTRvLPQgzqcH1Zam,Dancing Mad (Ultimate) P3,Dancing Mad,7,Dancing Mad,100,False,80.28,51.4,2,296.8,2026-06-10T18:28:14.492000+00:00,2026-06-10T18:33:11.311000+00:00,1781116094492
xTRvLPQgzqcH1Zam,Dancing Mad (Ultimate) P3,Dancing Mad,8,Dancing Mad,100,False,95.51,55.14,1,97.3,2026-06-10T18:33:34.174000+00:00,2026-06-10T18:35:11.443000+00:00,1781116414174
xTRvLPQgzqcH1Zam,Dancing Mad (Ultimate) P3,Dancing Mad,9,Dancing Mad,100,False,73.95,19.79,2,383.1,2026-06-10T18:35:28.789000+00:00,2026-06-10T18:41:51.850000+00:00,1781116528789
xTRvLPQgzqcH1Zam,Dancing Mad (Ultimate) P3,Dancing Mad,10,Dancing Mad,100,False,81.64,58.2,2,297.1,2026-06-10T18:45:24.715000+00:00,2026-06-10T18:50:21.823000+00:00,1781117124715
xTRvLPQgzqcH1Zam,Dancing Mad (Ultimate) P3,Dancing Mad,11,Dancing Mad,100,False,81.33,56.68,2,317.2,2026-06-10T18:51:06.298000+00:00,2026-06-10T18:56:23.542000+00:00,1781117466298
xTRvLPQgzqcH1Zam,Dancing Mad (Ultimate) P3,Dancing Mad,12,Dancing Mad,100,False,78.45,42.28,2,334.0,2026-06-10T18:56:53.180000+00:00,2026-06-10T19:02:27.151000+00:00,1781117813180
xTRvLPQgzqcH1Zam,Dancing Mad (Ultimate) P3,Dancing Mad,13,Dancing Mad,100,False,67.39,86.97,3,478.4,2026-06-10T19:08:49.581000+00:00,2026-06-10T19:16:47.970000+00:00,1781118529581
xTRvLPQgzqcH1Zam,Dancing Mad (Ultimate) P3,Dancing Mad,14,Dancing Mad,100,False,70,0.01,2,377.6,2026-06-10T19:18:00.736000+00:00,2026-06-10T19:24:18.351000+00:00,1781119080736
xTRvLPQgzqcH1Zam,Dancing Mad (Ultimate) P3,Dancing Mad,15,Dancing Mad,100,False,83.77,68.86,2,272.0,2026-06-10T19:58:12.923000+00:00,2026-06-10T20:02:44.958000+00:00,1781121492923
xTRvLPQgzqcH1Zam,Dancing Mad (Ultimate) P3,Dancing Mad,16,Dancing Mad,100,False,81.68,58.42,2,290.1,2026-06-10T20:03:13.490000+00:00,2026-06-10T20:08:03.600000+00:00,1781121793490
xTRvLPQgzqcH1Zam,Dancing Mad (Ultimate) P3,Dancing Mad,17,Dancing Mad,100,False,80.79,53.99,2,303.1,2026-06-10T20:11:29.475000+00:00,2026-06-10T20:16:32.543000+00:00,1781122289475
xTRvLPQgzqcH1Zam,Dancing Mad (Ultimate) P3,Dancing Mad,18,Dancing Mad,100,False,81.82,59.14,2,284.3,2026-06-10T20:18:11.054000+00:00,2026-06-10T20:22:55.401000+00:00,1781122691054
xTRvLPQgzqcH1Zam,Dancing Mad (Ultimate) P3,Dancing Mad,19,Dancing Mad,100,False,70,0.01,2,377.8,2026-06-10T20:23:15.512000+00:00,2026-06-10T20:29:33.279000+00:00,1781122995512
xTRvLPQgzqcH1Zam,Dancing Mad (Ultimate) P3,Dancing Mad,20,Dancing Mad,100,False,76.79,33.98,2,337.8,2026-06-10T20:30:45.218000+00:00,2026-06-10T20:36:22.974000+00:00,1781123445218
xTRvLPQgzqcH1Zam,Dancing Mad (Ultimate) P3,Dancing Mad,21,Dancing Mad,100,False,77.51,37.59,2,324.9,2026-06-10T20:36:57.497000+00:00,2026-06-10T20:42:22.399000+00:00,1781123817497
xTRvLPQgzqcH1Zam,Dancing Mad (Ultimate) P3,Dancing Mad,22,Dancing Mad,100,False,81.88,59.41,2,286.2,2026-06-10T20:42:48.270000+00:00,2026-06-10T20:47:34.452000+00:00,1781124168270
xTRvLPQgzqcH1Zam,Dancing Mad (Ultimate) P3,Dancing Mad,23,Dancing Mad,100,False,67.23,86.15,3,475.8,2026-06-10T20:48:48.550000+00:00,2026-06-10T20:56:44.374000+00:00,1781124528550
xTRvLPQgzqcH1Zam,Dancing Mad (Ultimate) P3,Dancing Mad,24,Dancing Mad,100,False,79.73,48.69,2,304.2,2026-06-10T20:57:44.480000+00:00,2026-06-10T21:02:48.644000+00:00,1781125064480
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,1,Striking Dummy,,,,,0,0.5,2026-06-14T18:08:27.141000+00:00,2026-06-14T18:08:27.631000+00:00,1781460507141
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,2,Dancing Mad,100,False,92.14,21.45,1,199.6,2026-06-14T18:17:55.976000+00:00,2026-06-14T18:21:15.537000+00:00,1781461075976
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,3,Dancing Mad,100,False,97.48,74.88,1,60.1,2026-06-14T18:21:45.665000+00:00,2026-06-14T18:22:45.734000+00:00,1781461305665
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,4,Dancing Mad,100,False,91.98,19.86,1,192.7,2026-06-14T18:23:12.954000+00:00,2026-06-14T18:26:25.684000+00:00,1781461392954
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,5,Dancing Mad,100,False,91.61,16.18,1,208.6,2026-06-14T18:26:53.621000+00:00,2026-06-14T18:30:22.172000+00:00,1781461613621
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,6,Dancing Mad,100,False,80.37,51.85,2,310.6,2026-06-14T18:30:39.262000+00:00,2026-06-14T18:35:49.890000+00:00,1781461839262
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,7,Dancing Mad,100,False,76.95,34.78,2,346.3,2026-06-14T18:36:12.793000+00:00,2026-06-14T18:41:59.121000+00:00,1781462172793
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,8,Dancing Mad,100,False,82.32,61.6,2,296.9,2026-06-14T18:42:18.191000+00:00,2026-06-14T18:47:15.119000+00:00,1781462538191
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,9,Dancing Mad,100,False,79.43,47.18,2,305.0,2026-06-14T18:47:45.463000+00:00,2026-06-14T18:52:50.423000+00:00,1781462865463
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,10,Dancing Mad,100,False,91.52,15.2,1,205.1,2026-06-14T18:53:21.393000+00:00,2026-06-14T18:56:46.533000+00:00,1781463201393
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,11,Dancing Mad,100,False,91.62,16.22,1,198.1,2026-06-14T18:57:04.406000+00:00,2026-06-14T19:00:22.487000+00:00,1781463424406
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,12,Dancing Mad,100,False,81.68,58.4,2,320.7,2026-06-14T19:00:43.643000+00:00,2026-06-14T19:06:04.374000+00:00,1781463643643
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,13,Dancing Mad,100,False,97.64,76.47,1,53.6,2026-06-14T19:14:10.296000+00:00,2026-06-14T19:15:03.848000+00:00,1781464450296
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,14,Dancing Mad,100,False,80.2,51.01,2,301.7,2026-06-14T19:15:20.798000+00:00,2026-06-14T19:20:22.527000+00:00,1781464520798
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,15,Dancing Mad,100,False,71.1,5.5,2,391.6,2026-06-14T19:20:41.177000+00:00,2026-06-14T19:27:12.780000+00:00,1781464841177
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,16,Dancing Mad,100,False,94.76,47.63,1,115.8,2026-06-14T19:27:34.550000+00:00,2026-06-14T19:29:30.348000+00:00,1781465254550
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,17,Dancing Mad,100,False,82.02,60.11,2,296.0,2026-06-14T19:29:50.664000+00:00,2026-06-14T19:34:46.616000+00:00,1781465390664
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,18,Dancing Mad,100,False,71.38,6.93,2,389.7,2026-06-14T19:35:09.929000+00:00,2026-06-14T19:41:39.644000+00:00,1781465709929
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,19,Dancing Mad,100,False,70.07,0.36,2,391.9,2026-06-14T19:42:10.113000+00:00,2026-06-14T19:48:41.996000+00:00,1781466130113
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,20,Dancing Mad,100,False,92.01,20.1,1,200.8,2026-06-14T19:49:12.262000+00:00,2026-06-14T19:52:33.031000+00:00,1781466552262
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,21,Dancing Mad,100,False,81.86,59.31,2,281.9,2026-06-14T19:52:58.650000+00:00,2026-06-14T19:57:40.585000+00:00,1781466778650
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,22,Dancing Mad,100,False,91.73,17.35,1,208.4,2026-06-14T20:09:31.238000+00:00,2026-06-14T20:12:59.617000+00:00,1781467771238
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,23,Dancing Mad,100,False,91.41,14.18,1,207.1,2026-06-14T20:13:28.321000+00:00,2026-06-14T20:16:55.389000+00:00,1781468008321
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,24,Dancing Mad,100,False,81.46,57.33,2,285.7,2026-06-14T20:17:13.782000+00:00,2026-06-14T20:21:59.501000+00:00,1781468233782
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,25,Dancing Mad,100,False,77.36,36.8,2,387.4,2026-06-14T20:22:58.465000+00:00,2026-06-14T20:29:25.824000+00:00,1781468578465
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,26,Dancing Mad,100,False,92.03,20.38,1,188.6,2026-06-14T20:30:04.837000+00:00,2026-06-14T20:33:13.395000+00:00,1781469004837
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,27,Dancing Mad,100,False,79.49,47.48,2,307.3,2026-06-14T20:33:47.513000+00:00,2026-06-14T20:38:54.853000+00:00,1781469227513
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,28,Dancing Mad,100,False,97.45,74.56,1,58.9,2026-06-14T20:39:18.756000+00:00,2026-06-14T20:40:17.683000+00:00,1781469558756
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,29,Dancing Mad,100,False,82,60.02,2,280.8,2026-06-14T20:40:35.699000+00:00,2026-06-14T20:45:16.539000+00:00,1781469635699
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,30,Dancing Mad,100,False,91.61,16.16,1,208.5,2026-06-14T20:47:25.863000+00:00,2026-06-14T20:50:54.321000+00:00,1781470045863
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,31,Dancing Mad,100,False,94.87,48.76,1,115.7,2026-06-14T20:51:18.794000+00:00,2026-06-14T20:53:14.511000+00:00,1781470278794
CN42R6qd1tQZBDpX,Dancing Mad (Ultimate) ,Dancing Mad,32,Dancing Mad,100,False,73.24,16.24,2,392.1,2026-06-14T20:53:32.812000+00:00,2026-06-14T21:00:04.897000+00:00,1781470412812
mfD7CwbN6phMHX9B,Dancing Mad (Ultimate) P3,Dancing Mad,1,Dancing Mad,100,False,92.3,23.06,1,198.0,2026-06-16T18:01:24.169000+00:00,2026-06-16T18:04:42.188000+00:00,1781632884169
mfD7CwbN6phMHX9B,Dancing Mad (Ultimate) P3,Dancing Mad,2,Dancing Mad,100,False,77.47,37.37,2,330.0,2026-06-16T18:05:47.433000+00:00,2026-06-16T18:11:17.451000+00:00,1781633147433
mfD7CwbN6phMHX9B,Dancing Mad (Ultimate) P3,Dancing Mad,3,Dancing Mad,100,False,70.28,1.4,2,391.6,2026-06-16T18:11:56.497000+00:00,2026-06-16T18:18:28.074000+00:00,1781633516497
mfD7CwbN6phMHX9B,Dancing Mad (Ultimate) P3,Dancing Mad,4,Dancing Mad,100,False,80.9,54.54,2,292.6,2026-06-16T18:18:52.395000+00:00,2026-06-16T18:23:45.039000+00:00,1781633932395
mfD7CwbN6phMHX9B,Dancing Mad (Ultimate) P3,Dancing Mad,5,Dancing Mad,100,False,75.35,26.77,2,381.3,2026-06-16T18:24:03.085000+00:00,2026-06-16T18:30:24.374000+00:00,1781634243085
mfD7CwbN6phMHX9B,Dancing Mad (Ultimate) P3,Dancing Mad,6,Dancing Mad,100,False,70,0.01,2,376.6,2026-06-16T18:31:25.861000+00:00,2026-06-16T18:37:42.430000+00:00,1781634685861
mfD7CwbN6phMHX9B,Dancing Mad (Ultimate) P3,Dancing Mad,7,Dancing Mad,100,False,70.45,2.25,2,380.9,2026-06-16T18:39:48.306000+00:00,2026-06-16T18:46:09.187000+00:00,1781635188306
mfD7CwbN6phMHX9B,Dancing Mad (Ultimate) P3,Dancing Mad,8,Dancing Mad,100,False,77.53,37.66,2,324.7,2026-06-16T18:46:28.295000+00:00,2026-06-16T18:51:53.018000+00:00,1781635588295
mfD7CwbN6phMHX9B,Dancing Mad (Ultimate) P3,Dancing Mad,9,Dancing Mad,100,False,82.74,63.72,2,280.8,2026-06-16T18:59:11.826000+00:00,2026-06-16T19:03:52.659000+00:00,1781636351826
